71,H,40,AB,90,66,33.318,31.279
72,H,40,AB,120,66,45.235,37.225
73,E,0,A,60,66,10.502,8.691
74,E,0,A,90,66,10.502,8.691
75,E,0,A,120,66,10.502,8.691
76,B,0,B,60,66,10.213,9.156
77,B,0,B,90,66,10.213,9.156
78,B,0,B,120,66,10.213,9.156
79,H,0,AB,60,66,8.849,7.405
80,H,0,AB,90,66,8.849,7.405
81,H,0,AB,120,66,8.849,7.405
82,E,20,A,60,66,14.927,11.593
83,E,20,A,90,66,15.087,13.294
84,E,20,A,120,66,19.003,19.063
85,B,20,B,60,66,30.273,22.940
86,B,20,B,90,66,33.485,30.491
87,B,20,B,120,66,43.859,46.137
88,H,20,AB,60,66,20.104,15.472
89,H,20,AB,90,66,27.331,25.193
90,H,20,AB,120,66,31.248,35.467
91,E,30,A,60,66,14.758,11.073
92,E,30,A,90,66,15.450,16.625
93,E,30,A,120,66,21.061,25.407
94,B,30,B,60,66,29.477,24.864
95,B,30,B,90,66,38.227,33.588
96,B,30,B,120,66,52.493,47.647
97,H,30,AB,60,66,23.889,17.498
98,H,30,AB,90,66,32.959,27.770
99,H,30,AB,120,66,37.495,35.792
100,E,40,A,60,66,18.932,13.007
101,E,40,A,90,66,18.822,19.790
102,E,40,A,120,66,26.913,24.095
103,B,40,B,60,66,31.514,25.944
104,B,40,B,90,66,46.605,35.495
105,B,40,B,120,66,59.693,49.340
106,H,40,AB,60,66,23.483,20.157
107,H,40,AB,90,66,36.258,28.916
108,H,40,AB,120,66,43.686,41.870
109,G,0,AB,50,50,9.497,5.438
110,J,40,AB,10,75,14.652,6.672
111,J,40,AB,10,75,14.791,6.243
112,G,0,AB,10,50,9.497,5.438
113,G,30,AB,10,50,14.729,6.040
114,D,40,A,10,50,12.446,7.331
115,D,30,A,80,50,17.889,14.803
116,A,30,B,10,50,20.562,9.423
117,D,20,A,80,50,15.325,12.649
118,A,20,B,80,50,38.741,34.337
119,D,0,A,10,50,8.388,7.633
120,G,30,AB,80,50,33.752,26.824
121,D,20,A,80,50,17.197,12.982
122,J,20,AB,50,75,22.053,12.636
123,G,0,AB,50,50,10.032,8.087
124,J,30,AB,10,75,12.383,6.211
125,D,20,A,10,50,11.041,7.027
126,G,40,AB,10,50,17.462,6.729
127,G,40,AB,50,50,26.376,15.793
128,A,20,B,50,50,29.946,17.224
129,G,40,AB,80,50,34.699,29.857
130,J,20,AB,50,75,20.154,13.773
131,G,0,AB,10,50,10.032,8.087
132,G,20,AB,80,50,29.302,21.947
133,A,30,B,10,50,21.151,10.115
134,J,0,AB,80,75,5.643,5.570
135,D,0,A,50,50,8.388,7.633
136,A,20,B,50,50,28.192,16.449
137,J,30,AB,50,75,22.982,13.934
138,A,20,B,80,50,38.679,31.353
139,G,40,AB,50,50,26.365,14.941
140,D,40,A,80,50,20.309,15.836
141,A,20,B,50,50,29.587,17.467
142,J,30,AB,80,75,29.882,26.468
143,D,30,A,50,50,15.966,11.918
144,J,40,AB,10,75,13.824,6.684
145,A,0,B,10,50,7.118,8.457
146,J,30,AB,80,75,30.826,23.795
147,D,40,A,10,50,13.210,8.042
148,A,30,B,50,50,29.049,23.014
149,D,30,A,80,50,18.283,17.566
150,G,0,AB,80,50,9.497,5.438
151,D,40,A,50,50,17.681,11.898
152,G,20,AB,80,50,27.458,21.297
153,G,40,AB,80,50,34.545,30.518
154,J,0,AB,80,75,11.072,5.020
155,J,30,AB,10,75,12.858,6.191
156,G,20,AB,80,50,30.071,24.983
157,G,30,AB,50,50,23.650,14.153
158,A,0,B,10,50,11.526,8.132
159,G,20,AB,50,50,21.270,12.696
160,G,0,AB,10,50,8.701,6.016
161,J,0,AB,10,75,5.643,5.570
162,J,40,AB,80,75,38.264,28.703
163,A,40,B,80,50,48.427,40.833
164,G,30,AB,80,50,33.624,26.190
165,D,20,A,10,50,11.699,7.191
166,J,40,AB,50,75,27.595,15.849
167,G,0,AB,80,50,10.032,8.087
168,A,30,B,80,50,44.094,36.772
169,J,40,AB,80,75,31.235,27.018
170,D,0,A,80,50,8.388,7.633
171,A,30,B,80,50,45.546,36.701
172,A,30,B,80,50,46.647,33.458
173,D,20,A,50,50,13.670,12.241
174,D,20,A,50,50,13.929,11.122
175,G,0,AB,80,50,8.701,6.016
176,A,40,B,10,50,23.337,9.707
177,G,20,AB,50,50,20.810,13.799
178,G,40,AB,50,50,24.493,15.064
179,A,40,B,80,50,46.300,35.650
180,A,20,B,80,50,39.641,35.841
181,J,30,AB,50,75,24.436,15.402
182,G,30,AB,50,50,23.700,13.729
183,D,20,A,50,50,15.239,11.662
184,A,40,B,50,50,30.330,28.930
185,J,0,AB,10,75,11.072,5.020
186,A,30,B,10,50,21.753,9.989
187,D,30,A,10,50,11.500,7.116
188,D,0,A,50,50,11.075,7.020
189,J,0,AB,50,75,5.643,5.570
190,A,0,B,80,50,7.118,8.457
191,D,0,A,80,50,11.075,7.020
192,G,30,AB,10,50,17.270,6.288
193,A,0,B,80,50,11.526,8.132
194,G,40,AB,10,50,18.267,6.365
195,J,20,AB,80,75,24.413,22.562
196,D,30,A,50,50,14.948,11.181
197,D,40,A,80,50,19.827,19.760
198,G,40,AB,80,50,36.329,28.112
199,D,40,A,50,50,17.938,12.520
200,D,0,A,10,50,11.075,7.020
201,D,30,A,10,50,11.075,7.629
202,G,30,AB,50,50,25.877,14.721
203,J,30,AB,80,75,28.099,24.762
204,J,20,AB,10,75,11.738,5.506
205,G,30,AB,10,50,16.701,6.780
206,A,0,B,50,50,7.118,8.457
207,A,20,B,10,50,18.554,9.915
208,J,0,AB,50,75,11.072,5.020
209,J,40,AB,50,75,24.334,15.689
210,J,40,AB,80,75,32.826,26.944
211,J,0,AB,10,75,12.203,5.152
212,A,40,B,10,50,24.201,9.362
213,G,20,AB,10,50,15.152,5.922
214,D,30,A,80,50,19.577,17.895
215,D,40,A,10,50,14.227,7.672
216,D,30,A,10,50,10.706,7.615
217,J,30,AB,50,75,21.460,15.613
218,A,40,B,50,50,30.359,26.869
219,A,0,B,50,50,11.526,8.132
220,A,40,B,10,50,22.969,9.903
221,G,20,AB,10,50,15.676,6.045
222,J,20,AB,80,75,23.041,19.836
223,A,40,B,50,50,30.001,27.824
224,D,30,A,50,50,16.491,12.379
225,D,0,A,80,50,10.706,8.921
226,G,20,AB,10,50,14.911,6.647
227,J,20,AB,50,75,18.281,14.868
228,D,0,A,10,50,10.706,8.921
229,A,30,B,50,50,29.228,24.331
230,J,20,AB,80,75,20.980,22.582
231,J,30,AB,10,75,13.582,5.835
232,A,0,B,50,50,7.816,6.540
233,G,30,AB,80,50,32.899,25.294
234,J,20,AB,10,75,11.404,5.252
235,A,0,B,80,50,7.816,6.540
236,D,0,A,50,50,10.706,8.921
237,A,20,B,10,50,20.048,8.816
238,G,0,AB,50,50,8.701,6.016
239,G,20,AB,50,50,19.326,13.053
240,D,40,A,50,50,16.204,13.086
241,A,40,B,80,50,49.960,42.368
242,A,20,B,10,50,18.027,9.540
243,D,20,A,80,50,15.973,15.528
244,A,30,B,50,50,29.566,24.664
245,J,0,AB,80,75,12.203,5.152
246,J,0,AB,50,75,12.203,5.152
247,J,20,AB,10,75,12.687,5.570
248,D,40,A,80,50,20.544,19.871
249,J,40,AB,50,75,23.573,15.344
250,D,20,A,10,50,10.410,7.038
251,A,0,B,10,50,7.816,6.540
252,G,40,AB,10,50,17.124,6.812
253,F,0,A,5,75,6.564,7.502
254,F,0,A,40,75,6.564,7.502
255,F,0,A,70,75,6.564,7.502
256,C,0,B,5,75,6.416,6.834
257,C,0,B,40,75,6.416,6.834
258,C,0,B,70,75,6.416,6.834
259,F,20,A,5,75,8.412,5.907
260,F,20,A,40,75,8.719,7.828
261,F,20,A,70,75,14.222,14.015
262,C,20,B,5,75,15.620,7.690
263,C,20,B,40,75,21.489,14.345
264,C,20,B,70,75,23.561,24.392
265,F,30,A,5,75,10.083,6.352
266,F,30,A,40,75,10.209,9.117
267,F,30,A,70,75,15.621,15.157
268,C,30,B,5,75,18.973,8.612
269,C,30,B,40,75,20.641,16.115
270,C,30,B,70,75,27.738,25.056
271,F,40,A,5,75,10.528,6.203
272,F,40,A,40,75,11.402,8.986
273,F,40,A,70,75,15.535,15.733
274,C,40,B,5,75,18.189,8.935
275,C,40,B,40,75,23.509,17.991
276,C,40,B,70,75,31.263,31.003
277,F,0,A,5,75,7.071,5.863
278,F,0,A,40,75,7.071,5.863
279,F,0,A,70,75,7.071,5.863
280,C,0,B,5,75,11.177,9.656
281,C,0,B,40,75,11.177,9.656
282,C,0,B,70,75,11.177,9.656
283,F,20,A,5,75,8.287,6.468
284,F,20,A,40,75,9.264,8.705
285,F,20,A,70,75,14.096,14.156
286,C,20,B,5,75,15.797,7.366
287,C,20,B,40,75,21.356,14.880
288,C,20,B,70,75,25.544,26.642
289,F,30,A,5,75,9.146,6.909
290,F,30,A,40,75,11.473,8.571
291,F,30,A,70,75,16.503,14.392
292,C,30,B,5,75,18.229,8.625
293,C,30,B,40,75,22.421,16.147
294,C,30,B,70,75,26.821,27.861
295,F,40,A,5,75,9.928,6.542
296,F,40,A,40,75,12.254,8.616
297,F,40,A,70,75,15.678,15.617
298,C,40,B,5,75,18.527,8.125
299,C,40,B,40,75,23.557,18.486
300,C,40,B,70,75,31.258,34.532
301,F,0,A,5,75,11.020,7.185
302,F,0,A,40,75,11.020,7.185
303,F,0,A,70,75,11.020,7.185
304,C,0,B,5,75,7.445,5.576
305,C,0,B,40,75,7.445,5.576
306,C,0,B,70,75,7.445,5.576
307,F,20,A,5,75,8.624,6.421
308,F,20,A,40,75,11.155,7.913
309,F,20,A,70,75,12.278,12.448
310,C,20,B,5,75,15.653,8.017
311,C,20,B,40,75,19.297,15.463
312,C,20,B,70,75,24.531,25.592
313,F,30,A,5,75,9.261,6.367
314,F,30,A,40,75,11.587,9.016
315,F,30,A,70,75,14.900,16.276
316,C,30,B,5,75,17.443,8.667
317,C,30,B,40,75,27.244,17.661
318,C,30,B,70,75,27.077,30.381
319,F,40,A,5,75,9.650,6.166
320,F,40,A,40,75,11.270,9.558
321,F,40,A,70,75,14.660,15.617
322,C,40,B,5,75,17.735,9.116
323,C,40,B,40,75,25.923,18.284
324,C,40,B,70,75,31.257,28.030
